SourceID,TargetID,ReferenceText,ReferenceType,SourceDocumentID,TargetDocumentID,SourcePassageID,TargetPassageID,SourcePassage,TargetPassage
242b0395-19a9-4471-85cb-e31dac7eae5d,817f6968-e9c3-4cb9-89c7-cf942d033bb4,4.5.8,Internal,10,10,4.5.9,4.5.8,"If such provision is made as allowed under Rule 4.5.8, the Recognised Clearing House must have adequate procedures for:
(a)	designating the Persons, or descriptions of person, in respect of whom action may be taken;
(b)	keeping under review the question which Persons or descriptions of person should be or remain so designated; and
(c)	withdrawing such designation.","The Default Rules may make the same or similar provision, in relation to Designated Non-Members that have been designated as such in accordance with the procedures mentioned in Rule 4.5.9, as in relation to Members of the Recognised Clearing House."
817f6968-e9c3-4cb9-89c7-cf942d033bb4,242b0395-19a9-4471-85cb-e31dac7eae5d,4.5.9,Internal,10,10,4.5.8,4.5.9,"The Default Rules may make the same or similar provision, in relation to Designated Non-Members that have been designated as such in accordance with the procedures mentioned in Rule 4.5.9, as in relation to Members of the Recognised Clearing House.","If such provision is made as allowed under Rule 4.5.8, the Recognised Clearing House must have adequate procedures for:
(a)	designating the Persons, or descriptions of person, in respect of whom action may be taken;
(b)	keeping under review the question which Persons or descriptions of person should be or remain so designated; and
(c)	withdrawing such designation."
55576d4c-9a95-4fb8-8fd6-9462a2a1153b,242b0395-19a9-4471-85cb-e31dac7eae5d,4.5.9,Internal,10,10,4.5.10,4.5.9,"The procedures in Rule 4.5.9 must be designed to ensure that:
(a)	a Person is not, or does not remain, designated if failure by him to meet his obligations in respect of one or more Market Contracts would adversely affect the operation of the market; and
(b)	a description of persons is not, or does not remain, designated if failure by a Person of that description to meet his obligations in respect of one or more Market Contracts would affect operation of the market.","If such provision is made as allowed under Rule 4.5.8, the Recognised Clearing House must have adequate procedures for:
(a)	designating the Persons, or descriptions of person, in respect of whom action may be taken;
(b)	keeping under review the question which Persons or descriptions of person should be or remain so designated; and
(c)	withdrawing such designation."
6112097d-0f5d-40e8-9a64-1aa7b6b520a6,929bdc16-512e-48da-9aef-99b9c8e4d6aa,4.6,Internal,10,10,4.1.3,4.6,"Requirements applicable to a Recognised Clearing House that is providing Central Counterparty Services are set out in the following Rules:
(a)	Rule 4.6 (Stress testing of capital);
(b)	Rule 4.7.14 to 4.7.21 (Credit risk);
(c)	Rule 4.10 (Collateral and margin); and
(d)	Rule 4.12 (Segregation and portability).",Stress testing of capital
6112097d-0f5d-40e8-9a64-1aa7b6b520a6,21f8ff51-bf80-49f4-b2af-c22f797172f8,4.7.14,Internal,10,10,4.1.3,4.7.14,"Requirements applicable to a Recognised Clearing House that is providing Central Counterparty Services are set out in the following Rules:
(a)	Rule 4.6 (Stress testing of capital);
(b)	Rule 4.7.14 to 4.7.21 (Credit risk);
(c)	Rule 4.10 (Collateral and margin); and
(d)	Rule 4.12 (Segregation and portability).","Credit risk. A Recognised Clearing House must establish and implement a robust process to manage:
(a)	its current and potential future credit and market risk exposures to market counterparties, including Members and other participants on its facilities; and
(b)	credit risks arising from its payment, Clearing, and settlement processes."
6112097d-0f5d-40e8-9a64-1aa7b6b520a6,3e191799-f7b9-49c8-84c3-cfefdc35ed2e,4.7.21,Internal,10,10,4.1.3,4.7.21,"Requirements applicable to a Recognised Clearing House that is providing Central Counterparty Services are set out in the following Rules:
(a)	Rule 4.6 (Stress testing of capital);
(b)	Rule 4.7.14 to 4.7.21 (Credit risk);
(c)	Rule 4.10 (Collateral and margin); and
(d)	Rule 4.12 (Segregation and portability).","A Recognised Clearing House must use the results of its stress tests to evaluate the adequacy of its total financial resources and make any adjustments as appropriate.
"
3b9c6167-8a1a-493c-adff-c124c7a345f4,832c0272-ab57-4f04-8b9a-d85a46a398c9,5.2,Internal,10,10,5.1.3,5.2,The requirements relating to the form and method of notification in Rule 5.2 also apply to Remote Bodies.,"Form and method of notification
"
ca1afb04-05dc-47a6-bee3-1d7d32394400,08895e4b-f6d8-4da1-a4be-1cf89c6bfd48,5.3.1,Internal,10,10,7.4.7,5.3.1,"Waivers . Remote Bodies may apply to the Regulator for a waiver of any of the notification rules. The procedure is the same as that for applications from Recognised Bodies, as set out in Rule 5.3.1.

","The Regulator may, on the application or with the consent of a Recognised Body, direct that any notification rule is not to apply to the body or is to apply with such modifications as it may specify. Any such waiver or modification granted by the Regulator may be made subject to conditions."
46b33967-ebbc-4f36-b86a-689930eb7a5a,70b944a0-fca5-4266-8177-4fa3b31f8ea3,6.5.4,Internal,10,10,6.5.5,6.5.4,"Before giving such a direction under Rule 6.5.4, the Regulator shall consult the Recognised Body in question, and the Regulator shall not give a direction unless the Regulator is satisfied, in the light of that consultation that:
(a)	failure to take action would involve undue risk to investors or other participants in the market;
(b)	the direction is necessary having regard to the public interest in the financial stability of the Abu Dhabi Global Market; or
(c)	the direction is necessary to facilitate a proposed or possible use of a power under chapter 16 of COBS or in connection with a particular exercise of a power under that chapter, or Rule 6.5.7(c).","The Regulator may issue a ""positive"" direction (to take action) where in any case a Recognised Body has not taken action under its Default Rules, but it appears to the Regulator that the Recognised Body could take action."
46b33967-ebbc-4f36-b86a-689930eb7a5a,d6293761-3213-4c1c-baf1-930292a4a8c3,6.5.7(c) ,Internal,10,10,6.5.5,6.5.7,"Before giving such a direction under Rule 6.5.4, the Regulator shall consult the Recognised Body in question, and the Regulator shall not give a direction unless the Regulator is satisfied, in the light of that consultation that:
(a)	failure to take action would involve undue risk to investors or other participants in the market;
(b)	the direction is necessary having regard to the public interest in the financial stability of the Abu Dhabi Global Market; or
(c)	the direction is necessary to facilitate a proposed or possible use of a power under chapter 16 of COBS or in connection with a particular exercise of a power under that chapter, or Rule 6.5.7(c).","Before giving a direction under Rule 6.5.6, the Regulator shall consult the Recognised Body in question, and the Regulator shall not give a direction unless the Regulator is satisfied, in the light of that consultation that:
(a)	the taking of action would be premature or otherwise undesirable in the interests of investors or other participants in the market;
(b)	the direction is necessary having regard to the public interest in the financial stability of the Abu Dhabi Global Market; or
(c)	the direction is necessary to facilitate a proposed or possible use of a power under chapter 16 of COBS or in connection with a particular exercise of a power under that Part."
45239250-1e38-4dc5-ac39-f213f5fe4a6a,83e95cf0-0fcf-4cb3-ab07-0404f8736500,6.6.1,Internal,10,10,6.8.3,6.6.1,"The Regulator will usually consider revoking a Recognition Order if:
(a)	the Recognised Body is failing or has failed to satisfy one or more of the Recognition Requirements and that failure has or will have serious consequences;
(b)	it would not be possible for the Recognised Body to comply with a direction under the Regulator's power to give directions under Rule 6.6.1;
(c)	for some other reason, it would not be appropriate for the Regulator to give a direction under its power to give directions under Rule 6.6.1; or
(d)	the Recognised Body has not carried on the business of a Recognised Body during the 12 months beginning with the day on which the Recognition Order took effect in relation to it, or it has not carried on the business of a Recognised Body at any time during the period of six months ending with the day the Recognition Order is revoked.",The Regulator has the power to give directions to a Recognised Body to take specified steps in order to secure its compliance with the Recognition Requirements. Those steps may include granting the Regulator access to the Recognised Body's premises for the purposes of inspecting those premises or any documents on the premises and the suspension of the carrying on of any activity by the Recognised Body for the period specified in the direction.
c6a75fa0-e9f4-459e-972a-a06f6236f8c6,83e95cf0-0fcf-4cb3-ab07-0404f8736500,6.6.1,Internal,10,10,6.9.3,6.6.1,"In considering whether it would be appropriate to exercise its powers to issue directions under Rule 6.6.1 or Rule 6.7.2, the Regulator will have regard to all relevant information and factors including:
(a)	the Rules contained in MIR;
(b)	the results of its routine supervision of the Recognised Body concerned;
(c)	the extent to which the failure or likely failure to satisfy one or more of the Recognition Requirements may affect the objectives of the Regulator.",The Regulator has the power to give directions to a Recognised Body to take specified steps in order to secure its compliance with the Recognition Requirements. Those steps may include granting the Regulator access to the Recognised Body's premises for the purposes of inspecting those premises or any documents on the premises and the suspension of the carrying on of any activity by the Recognised Body for the period specified in the direction.
c6a75fa0-e9f4-459e-972a-a06f6236f8c6,1c3cd986-8007-416b-9fb1-e4600d1b1c81,6.7.2,Internal,10,10,6.9.3,6.7.2,"In considering whether it would be appropriate to exercise its powers to issue directions under Rule 6.6.1 or Rule 6.7.2, the Regulator will have regard to all relevant information and factors including:
(a)	the Rules contained in MIR;
(b)	the results of its routine supervision of the Recognised Body concerned;
(c)	the extent to which the failure or likely failure to satisfy one or more of the Recognition Requirements may affect the objectives of the Regulator.",The Regulator has the power to give a direction to a Recognised Body in matters relating to its Controllers if it considers that it is desirable to give the direction in order to advance one of more of its operational objectives.
56e3cec9-8d28-4b29-a3c7-c19ceb477cd0,375b624f-ba58-4a98-a9e4-d61d3def4e73,6.9,Internal,10,10,6.6.3,6.9,"The Regulator need not follow the consultation procedure set out in Rule 6.9 or may cut short that procedure, if it considers it reasonably necessary to do so.",Procedure for making orders
fabe80d0-c823-4b53-bd71-de06ee4afccf,8f0e941a-957c-499b-952d-fa26d94c0efd,6.9.6,Internal,10,10,2.15.9,6.9.6,The Regulator will follow the procedure set out in Rule 6.9.6 if it does not give its approval.,"The procedures that the Regulator will follow in exercising its powers to make directions or refuse to make a Recognition Order (except in the case of a revocation of a Recognition Order, the Recognised Body concerned has given its consent or, in case where the Regulator proposes to make a direction, it considers it is reasonably necessary not to follow, or to cut short, the procedure) are:
/Table Start
The Regulator will:	Guidance
1.		give written notice to the Recognised Body (or Applicant);	The notice will state why the Regulator intends to take the action it proposes to take, and include an invitation to make representations, and the period within which representations should be made (unless subsequently extended by the Regulator).
2.		receive representations from the Recognised Body or Applicant concerned;	The Regulator will not usually consider oral representations without first receiving written representations from the Recognised Body or Applicant. It will normally only hear oral representations from the Recognised Body or Applicant on request.
3.		write promptly to the Recognised Body or Applicant who requests the opportunity to make oral representations if it decides not to hear that Person's representations;	The Regulator will indicate why it will not hear oral representations and the Regulator will allow the Recognised Body or Applicant further time to respond.
4.		have regard to representations made;
5.		(when it has reached its decision) notify the Recognised Body or Applicant concerned in writing.
/Table End"
5925da54-dd5e-4377-b2bb-22795223cb43,8f0e941a-957c-499b-952d-fa26d94c0efd,6.9.6,Internal,10,10,7.3.6,6.9.6,"If the Regulator decides to refuse to make a Recognition Order, it will follow the procedure set out in Rule 6.9.6.","The procedures that the Regulator will follow in exercising its powers to make directions or refuse to make a Recognition Order (except in the case of a revocation of a Recognition Order, the Recognised Body concerned has given its consent or, in case where the Regulator proposes to make a direction, it considers it is reasonably necessary not to follow, or to cut short, the procedure) are:
/Table Start
The Regulator will:	Guidance
1.		give written notice to the Recognised Body (or Applicant);	The notice will state why the Regulator intends to take the action it proposes to take, and include an invitation to make representations, and the period within which representations should be made (unless subsequently extended by the Regulator).
2.		receive representations from the Recognised Body or Applicant concerned;	The Regulator will not usually consider oral representations without first receiving written representations from the Recognised Body or Applicant. It will normally only hear oral representations from the Recognised Body or Applicant on request.
3.		write promptly to the Recognised Body or Applicant who requests the opportunity to make oral representations if it decides not to hear that Person's representations;	The Regulator will indicate why it will not hear oral representations and the Regulator will allow the Recognised Body or Applicant further time to respond.
4.		have regard to representations made;
5.		(when it has reached its decision) notify the Recognised Body or Applicant concerned in writing.
/Table End"
1fd4cdf1-5511-4cc8-93ce-dbe1f81ae825,a966764f-834a-4204-9339-78d35e5365e9,7.2.10,External,10,7,2.13.3.Guidance.4.,7.2.10,"If a Recognised Body considers that another Recognised Body or an Authorised Person is entirely or partly responsible for the subject matter of a complaint, it may refer the complaint, or the relevant part of it, to the other Recognised Body or Authorised Person in accordance with the process set out in GEN 7.2.10.","To refer a Complaint, an Authorised Person must:
(1)	inform the complainant promptly and in writing that it would like to refer the Complaint, either entirely or in part, to another Authorised Person or Recognised Body, and obtain the written consent of the complainant to do so;
(2)	if the complainant consents to the referral of the Complaint, refer the Complaint to the other Authorised Person or Recognised Body promptly and in writing;
(3)	inform the complainant promptly and in writing that the Complaint has been referred and include adequate contact details of any individual at the other Authorised Person or Recognised Body responsible for handling the Complaint; and
(4)	continue to deal with any part of the Complaint not referred to the other	 Authorised Person or Recognised Body, in accordance with this Chapter.
"
2725d301-a748-4809-a539-2add0aacc0e7,5239b2f1-cd7b-46d8-9da6-a72a85cfe005,7.2.2(a) and (b),Internal,10,10,7.2.3,7.2.2,"In considering whether it is satisfied as to the requirements mentioned in Rule 7.2.2(a) and (b), the Regulator shall have regard to:
(a)	the relevant law and practice of the jurisdiction in which the Applicant's head office is situated, including with respect to a Remote Clearing House Applicant, the equivalence of such laws to those set out in chapter 3, chapter 4 of Part 12, and Part 13 of FSMR; and
(b)	the Regulatory Provisions of the Applicant.","Remote Recognition Requirements
A Remote Body must ensure that:
(a)	investors are afforded protection equivalent to that which they would be afforded if the body concerned were required to comply with the Recognition Requirements or MTF requirements, as applicable;
(b)	there are adequate procedures for dealing with a Person who is unable, or likely to become unable, to meet his obligations in respect of one or more Market Contracts connected with the Remote Body;
(c)	the Applicant is able and willing to co-operate with the Regulator through the sharing of information and in other ways; and
(d)	adequate arrangements exist for co-operation between the Regulator and those responsible for the supervision of the Applicant in the jurisdiction in which the Applicant's head office is situated."
1bdaf884-5e47-444f-a4b8-9cedd8d6e757,dfcc4e9a-d1ad-454a-9f55-22de40772814,7.4.1,Internal,10,10,7.4.1.Guidance,7.4.1,"
The period covered by the report to be submitted under Rule 7.4.1 would most conveniently be one year.","A Remote Body shall provide the Regulator with an annual report which contains the information set out in Rule ‎7.4.2. In relation to the report:
(a)	the period covered by such a report starts on the day after the period covered by its last report or, if there is no such report, after the making of the Recognition Order recognising the Remote Body as such, and ends on the date specified in the report or, if no date is specified, on the date of the report.
(b)	if a Remote Body changes the period covered by its report, it should ensure that the first day of the period covered by a report is the day immediately following the last day of the period covered by the previous report.
(c)	copies of the report should be sent to the Regulator within two months after the end of the period to which it relates."
cf704ad8-5460-40f9-89d7-0a37da6528eb,731938d8-f30b-418a-91f8-bfd4da093ffa,7.5.2,Internal,10,10,5.1.1A.Guidance,7.5.2,"
Remote Body notification requirements are set out in Rule 7.5.2.","The Regulator will follow the approach in Rules 6.2.1, 6.6.1, 6.8.1, 6.9.6 and GEN 8.12 if it is considering exercising these powers in relation to a Remote Body.
"
9820bf55-9b39-42c8-8471-04d83bc34f82,26fb8042-c784-44c9-84f0-4b7821974a97,8.1.1,Internal,10,10,8.1.2,8.1.1,"The written application in Rule 8.1.1 is to include:
(a)	the business name or trading name the Remote Member intends to use in the ADGM;
(b)	the address of the Remote Members registered office and head office in its home jurisdiction;
(c)	the name of the Recognised Body upon which it is applying for membership;
(d)	the name of, and contact details relating to, the Non-ADGM Financial Services Regulator in its home jurisdiction; and
(e)	how the Applicant will satisfy the Remote Member Requirements set out in Rule 8.2.1.",An Applicant to be a Remote Member must submit a written application to the Regulator on how it satisfies or intends to satisfy the Remote Member Requirements at the date of the application and on an ongoing basis.
8f0fa812-4f69-490c-943d-2032e65e20ef,3e57bc4a-4816-4db3-8dbb-2cf0b2bc4fa8,8.11,External,10,7,8.4.5.Guidance,8.8.11,"
GEN Rule 8.11 sets out how information is to be provided to the Regulator.",Obligations of Authorised Persons relating to its Controllers
9820bf55-9b39-42c8-8471-04d83bc34f82,1c380817-662e-4a9b-ab9d-3bc555c5b20d,8.2.1,Internal,10,10,8.1.2,8.2.1,"The written application in Rule 8.1.1 is to include:
(a)	the business name or trading name the Remote Member intends to use in the ADGM;
(b)	the address of the Remote Members registered office and head office in its home jurisdiction;
(c)	the name of the Recognised Body upon which it is applying for membership;
(d)	the name of, and contact details relating to, the Non-ADGM Financial Services Regulator in its home jurisdiction; and
(e)	how the Applicant will satisfy the Remote Member Requirements set out in Rule 8.2.1.","The Remote Member Requirements for a Remote Member are that:
(a)	it agrees in writing to submit unconditionally to the jurisdiction of the Regulator in relation to any matters which arise out of or which relate to its use of the facilities of the Recognised Body;
(b)	it agrees in writing to submit unconditionally to the jurisdiction of the ADGM Courts in relation to any proceedings in the ADGM, arising out of or related to its use of the facilities of the Recognised Body;
(c)	it agrees in writing to subject itself to the ADGM legislation and the jurisdiction of the ADGM Courts in relation to its use of the facilities of the ADGM Recognised Body;
(d)	it is licensed or otherwise authorised to trade on, or use the facilities of, an exchange or clearing house  in a jurisdiction acceptable to the Regulator;
(e)	it is regulated in respect of the trading, or use of facilities in (d), by a Non-ADGM Financial Services Regulator to a standard acceptable to the Recognised Body;
(f)	the law and practice under which the Remote Member is licensed or otherwise authorised is broadly equivalent to the ADGM regulatory regime as it applies to an ADGM Member;
(g)	adequate arrangements exist, or will exist, for co-operation between the Regulator and the Non-ADGM Financial Services Regulator responsible for the Remote Member’s licensing and regulation;
(h)	it carries on business in a jurisdiction other than the ADGM and has its head office and registered office outside the ADGM;
(i)	subject to Rule 8.2.2, when using the facilities of a Recognised Investment Exchange or Recognised Clearing House, it only does so for the purpose of dealing in investments as either agent or principal, pursuant to the scope of the activities it is licensed to undertake by its Non-ADGM Regulator; and
(j)	subject to Rule 8.2.3, when undertaking activities on a Recognised Body it does so only for non-ADGM clients."
77f9259a-e8c0-43c4-be72-16f980854579,c44760f0-7940-4825-9888-88273414bfee,8.8.1 ,External,10,7,6.7.1,8.8.1,A Recognised Body must comply with GEN 8.8.1  8.8.14 in relation to notifying changes relating to control.,
77f9259a-e8c0-43c4-be72-16f980854579,bf0ab011-afc3-4011-a859-c400e22c63ac,8.8.14,External,10,7,6.7.1,8.8.14,A Recognised Body must comply with GEN 8.8.1  8.8.14 in relation to notifying changes relating to control.,Contraventions of the Rules under this Chapter
2725d301-a748-4809-a539-2add0aacc0e7,3b6e6855-799f-41a2-b429-cdd9024c90ea,"chapter 3, chapter 4 of Part 12",External,10,17,7.2.3,Part 12.Chapter 3,"In considering whether it is satisfied as to the requirements mentioned in Rule 7.2.2(a) and (b), the Regulator shall have regard to:
(a)	the relevant law and practice of the jurisdiction in which the Applicant's head office is situated, including with respect to a Remote Clearing House Applicant, the equivalence of such laws to those set out in chapter 3, chapter 4 of Part 12, and Part 13 of FSMR; and
(b)	the Regulatory Provisions of the Applicant.","Clearing, Reporting and Risk Mitigation of OTC Derivatives"
2725d301-a748-4809-a539-2add0aacc0e7,2bc6d0df-b536-427e-b0b3-6fc4fb831d9d,"chapter 3, chapter 4 of Part 12",External,10,17,7.2.3,Part 12.Chapter 4,"In considering whether it is satisfied as to the requirements mentioned in Rule 7.2.2(a) and (b), the Regulator shall have regard to:
(a)	the relevant law and practice of the jurisdiction in which the Applicant's head office is situated, including with respect to a Remote Clearing House Applicant, the equivalence of such laws to those set out in chapter 3, chapter 4 of Part 12, and Part 13 of FSMR; and
(b)	the Regulatory Provisions of the Applicant.",Transaction Reporting
544c2ca6-1a14-463c-85e5-39f08c336218,,International Financial Reporting Standards (IFRS),Outsource,10,,3.2.2,,"For the purposes of Rule 3.2.1, operational expenses shall be considered in accordance with the International Financial Reporting Standards (IFRS).",
cef0ff27-8fec-4970-8350-5f120fcd9d8f,406c7316-7132-48c3-a75f-d244d46b8164,Part 12,External,10,17,8.3.2,Part 12,"Where the Regulator considers that it is unlikely to make a Recognition Order, it will discuss its concerns with the Applicant with a view to enabling the Applicant to make changes to its application. If the Regulator decides to refuse to make a Recognition Order, it will follow the procedure set out in Part 12 of FSMR.
","Recognised Bodies, Remote Bodies, Remote Members and OTC Derivatives"
2725d301-a748-4809-a539-2add0aacc0e7,991688b9-536a-4e09-8e0e-875a95946f7e,Part 13,External,10,17,7.2.3,Part 13,"In considering whether it is satisfied as to the requirements mentioned in Rule 7.2.2(a) and (b), the Regulator shall have regard to:
(a)	the relevant law and practice of the jurisdiction in which the Applicant's head office is situated, including with respect to a Remote Clearing House Applicant, the equivalence of such laws to those set out in chapter 3, chapter 4 of Part 12, and Part 13 of FSMR; and
(b)	the Regulatory Provisions of the Applicant.",Settlement Finality
ed0f1572-5fe3-49db-a10f-cd7f64c2ee67,a958b61d-c038-4ebb-a8bd-2c324a92c744,Part 14,External,10,17,6.1.3.Guidance,Part 14,"
The procedure the Regulator will follow if it exercises its power to require a Recognised Investment Exchange to suspend or remove a Financial Instrument from trading or Clearing is set out in Part 14 of FSMR. The procedure the Regulator will follow if it exercises its power to require a Recognised Clearing House to cease Clearing a Financial Instrument is set out in Part 14 of FSMR, as if references to Recognised Investment Exchanges were to Recognised Clearing Houses.",Suspension and Removal of Financial Instruments from Trading
35c8f666-a38d-4587-9da4-d6b6f7f4210a,,section 268 of the Insolvency Regulations,Outsource,10,,6.5.13,,"The procedure is that the Regulator must notify the Recognised Body of the application and unless the Recognised Body:
(a)	takes action under its Default Rules;
(b)	notifies the Regulator that it proposes to take action forthwith; or
(c)	is directed to take action by the Regulator,
within three Business Days after receipt of that notice section 268 of the Insolvency Regulations will not apply in relation to Market Contracts to which the Member or designated non-Member is a party or to anything done by the Recognised Body for the purpose of, or in connection with, the settlement of Market Contracts.",
8f21ed32-7d2d-4d70-91fb-7a301225fa72,89f27963-f299-429a-8dfe-4062ebed5914,4,External,11,6,3.3.7,PART 4,"Financial promotions. The Reporting Entity of a Listed Fund must ensure that any financial promotions relating to the Units of the Fund comply with:
(a)	in the case of a Domestic Fund, the requirements relating to financial promotion in the Fund Rules; and
(b)	in the case of a Foreign Fund, the equivalent requirements applicable to the Fund in the jurisdiction of its domicile or establishment, and if the Foreign Fund is marketed into the ADGM, the requirements set out in Part 4 of the Fund Rules.",MARKETING_OF_DOMESTIC_AND_FOREIGN_FUNDS
7aa7740f-0ed0-4fd2-8217-d13529994838,f669df17-8f64-47cd-9622-aec87358f43c, 2.3.15,Internal,11,11,2.3.9,2.3.15,"Market capitalisation. An Applicant must ensure that it, and the Securities which it seeks to admit to the Official List:
(1)	where the application relates to Shares, satisfy either the profits eligibility test in Rule 2.3.15 or the assets eligibility test in Rule 2.3.16; or
(2)	where the application relates to Debentures, have a Market Capitalisation of at least $2 million.
","Profits eligibility test. In order to meet the profits eligibility test, an Applicant must satisfy the following requirements."
108a7eb5-7dc8-4146-9fbb-d68fe745ccca,fa97161e-1e4a-4a6b-b09a-bf0989e66ff1, 2.3.2,Internal,11,11,2.3.2.Guidance.1.,2.3.2,The Regulator may modify or waive Rule 2.3.2 if it is satisfied that is desirable in the interests of investors and that investors have the necessary information available to arrive at an informed judgement about the Issuer and the Shares for which an admission to the Official List is sought.,"Audited financial statements. An Applicant must have published or filed audited accounts which:
(1)	cover a prior period of three years or any other, shorter period acceptable to the Regulator;
(2)	are consolidated for the Applicant and any of its subsidiary undertakings;
(3)	have been prepared in accordance with IFRS or other standards acceptable to the Regulator; and
(4)	have been audited and reported on by auditors in accordance with auditing standards of the International Auditing and Assurance Standards Board (IAASB) or other standards acceptable to the Regulator."
ee79fd3b-39df-41b9-adf4-6dde94de9527,51448452-8fa0-4ada-97cb-b76691244d25, 2.4.1,Internal,11,11,2.4.2.Guidance.1.,2.4.1,"Before submitting the documents referred to in Rule 2.4.1, an Applicant should contact the Regulator to agree the date on which the Regulator will consider the application.","Listing application. An Applicant must apply to the Regulator by:
(1)	submitting in final form the relevant documents in such form as the Regulator shall prescribe;
(2)	paying the fee set out in the FEES Rulebook at the time of submission of the completed application form;
(3)	submitting all additional documents, explanations and information as may be required by the Regulator, including the documents specified in Rules 2.4.4 and 2.4.5; and
(4)	submitting verification of any information in such manner as the Regulator may specify."
da67dd0c-a4b8-4f7d-bb9f-2eb7cd72f3d3,78475e24-bdba-4dab-add7-238dcb871c7a, 2.4.7,Internal,11,11,2.4.8,2.4.7,"Documents to be kept. An Applicant must provide to the Regulator the documents set out in Rule 2.4.7, if requested to do so.","Documents to be kept. An Applicant must keep copies of the following documents for six years after the admission to the Official List:
(1)	any agreement to acquire any assets, business or Securities in consideration for or in relation to which the Listed Entity's Shares are being issued;
(2)	any letter, report, valuation, contract or other documents referred to in the Prospectus or other document issued in connection with those Securities;
(3)	the Applicant's constitution as at the date of admission;
(4)	the annual report and accounts of the Applicant and of any guarantor, for each of the periods which form part of the Applicant's financial record contained in the Prospectus;
(5)	any interim financial statements which were made up prior to the date of admission;
(6)	any temporary and definitive documents of title;
(7)	in the case of an application in respect of Securities issued pursuant to an Employee Share scheme, the scheme document; and
(8)	copies of Board resolutions of the Applicant allotting or issuing the Shares."
b1c7bc25-acca-47dc-98a7-79c4ac00b283,c4396263-68ef-4b44-b131-a3e16004920e, 3.3.1,Internal,11,11,3.3.4,3.3.1,"Publication of a Prospectus. A Fund Prospectus approved by the Regulator pursuant to Rule 3.3.1 must:
(1)	be filed with the Recognised Investment Exchange on which the Units are to be admitted to trading as soon as possible after the Regulator has granted its approval; and
(2)	be published in accordance with the requirements in Rule 3.9.
",
fb55c3f0-61b0-4c90-8f24-cff388433969,7bba6c65-928a-44ed-a922-7facec3e5293, 3.6.1,Internal,11,11,3.6.2,3.6.1,"Events that trigger a Disclosure. A Person who is a Connected Person of a Listed Fund pursuant to Rule 3.6.1 must make the Disclosure within five Business Days of:
(1)	becoming or ceasing to be a Director or a Person involved in the Senior Management of a Controller of the Reporting Entity of the Fund or of the Trustee of the Fund;
(2)	acquiring or ceasing to hold either alone or with an Associate of the Person 5% of the voting rights attaching to the Units of the Fund or of the Trustee of the Fund or a Controller of the Reporting Entity of the Fund or the Trustee of the Fund; or
(3)	an increase or decrease of at least 1% of the level of interest previously reported pursuant to paragraph (2) of this Rule 3.6.2.
",Definitions
fb55c3f0-61b0-4c90-8f24-cff388433969,fb55c3f0-61b0-4c90-8f24-cff388433969, 3.6.2,Internal,11,11,3.6.2,3.6.2,"Events that trigger a Disclosure. A Person who is a Connected Person of a Listed Fund pursuant to Rule 3.6.1 must make the Disclosure within five Business Days of:
(1)	becoming or ceasing to be a Director or a Person involved in the Senior Management of a Controller of the Reporting Entity of the Fund or of the Trustee of the Fund;
(2)	acquiring or ceasing to hold either alone or with an Associate of the Person 5% of the voting rights attaching to the Units of the Fund or of the Trustee of the Fund or a Controller of the Reporting Entity of the Fund or the Trustee of the Fund; or
(3)	an increase or decrease of at least 1% of the level of interest previously reported pursuant to paragraph (2) of this Rule 3.6.2.
","Events that trigger a Disclosure. A Person who is a Connected Person of a Listed Fund pursuant to Rule 3.6.1 must make the Disclosure within five Business Days of:
(1)	becoming or ceasing to be a Director or a Person involved in the Senior Management of a Controller of the Reporting Entity of the Fund or of the Trustee of the Fund;
(2)	acquiring or ceasing to hold either alone or with an Associate of the Person 5% of the voting rights attaching to the Units of the Fund or of the Trustee of the Fund or a Controller of the Reporting Entity of the Fund or the Trustee of the Fund; or
(3)	an increase or decrease of at least 1% of the level of interest previously reported pursuant to paragraph (2) of this Rule 3.6.2.
"
760d15ef-b0d7-411f-ab9a-6b3168f7af56,81c3a1db-b4da-4761-b3a3-798c341b5305,4.14,Internal,11,11,4.5.Guidance.2.,4.14,The Regulator will only permit a Prospectus Offer of a Retail Debenture or Sukuk in the circumstance described in Rule 4.14.,Retail Debentures or Sukuk
f70272ac-30bf-4e62-92d7-8b863f75cdf9,1e1c0168-59f6-439b-bcc2-d705199eeb4a, 4.4.2,Internal,11,11,4.4.Guidance.2.,4.4.2,"The prohibition in section 61(1) of the FSMR does not apply, subject to the requirement in Rule 4.4.2, to the admission to trading on a Recognised Investment Exchange of Securities that are Exempt Securities under Rule 4.4.1.",All Securities in a class of Securities admitted to listing and trading including pursuant to Rule 4.4.1 must be traded on a Recognised Investment Exchange or a Regulated Exchange.
ee0ba790-4f26-4790-94fb-93607414ad95,2ac76ca9-438c-4928-9a11-548296bcd272, 5.1.2,Internal,11,11,5.1.9,5.1.2,"Co operation with Sponsors. A Person who is required to appoint a Sponsor pursuant to Rule 5.1.2 must take reasonable steps to ensure that it and its Employees:
(1)	provide such assistance as the Sponsor reasonably requires to discharge its duties;
(2)	give the Sponsor right of access at all reasonable times to relevant records and information;
(3)	do not interfere with the Sponsor's ability to discharge its duties;
(4)	do not provide false, misleading, or deceptive information to the Sponsor; and
(5)	report to the Sponsor any matter which may significantly affect the financial position of the Issuer (as an Applicant seeking admission of Securities to the Official List) or the price or value of the relevant Securities.",Appointment of Sponsors
