qa_id,question,expected_answer,source_text,target_text,method,split,persona,reference_type,source_passage_pid,target_passage_pid,source_doc_id,target_doc_id,source_doc_title,source_passage_id,target_doc_title,target_passage_id
DPEL_000869,What are the specific content requirements and timing obligations for a Mining Production Reporting Entity's quarterly report as mandated by Rule 11.10.3?,"A Mining Production Reporting Entity is required to disclose a quarterly report no later than one month after the end of each quarter, as stipulated by Rule 11.10.3 [#SRC:2ca39dde-f1ba-4dcf-977d-ef8f28af837b]. The report must include detailed information on mining production and development activities, or a statement indicating the absence of such activities, along with a summary of any related expenditures [#TGT:a24b4f51-4c48-4846-bd22-d5f98dbad55b]. Additionally, the report should cover activities and expenditures related to mining exploration, and at least once every 12 months, it must include a Summary of Reserves and Resources unless this summary is part of the annual report [#TGT:a24b4f51-4c48-4846-bd22-d5f98dbad55b]. The report must also specify the timing of the previous and upcoming disclosures required by Rule 11.10.3(4) [#TGT:a24b4f51-4c48-4846-bd22-d5f98dbad55b].",Quarterly Reports Mining Production Reporting Entities. A Mining Production Reporting Entity must disclose the report required by Rule 11.10.3 no later than 1 month after the end of the quarter.,"Quarterly Reports – Mining Production Reporting Entities. A Mining Production Reporting Entity must disclose a report for each quarter of its financial year containing the following information in respect of the Mining Production Reporting Entity and all controlled entities on a consolidated basis, if applicable: (1) details of the activities relating to mining production and development, or a statement that there have been no activities relating to mining production and development; (2) a summary of any expenditure incurred relating to mining production and development activities, if any; (3) a summary of: (a) the activities relating to mining Exploration, or a statement that there have been no activities relating to mining Exploration; and (b) any expenditure incurred relating to mining Exploration activities; (4) at least once every 12 months, the Summary of Reserves and Resources required by Rule 11.11.1 unless it is included in the Mining Reporting Entity’s annual report; and (5) when the previous, and upcoming, disclosure required by Rule 11.10.3(4) was, and will be, disclosed.",DPEL,train,Professional,Internal,2ca39dde-f1ba-4dcf-977d-ef8f28af837b,a24b4f51-4c48-4846-bd22-d5f98dbad55b,11,11,MKT,11.10.4,MKT,11.10.3
DPEL_001629,"Under what conditions is a Mining Reporting Entity exempt from complying with Rule 11.2.1(1) when disclosing material Non-Equivalent Estimates of Mineralisation, and how does this relate to subsequent disclosures under Rule 11.7.3?","A Mining Reporting Entity is exempt from complying with Rule 11.2.1(1) when disclosing material Non-Equivalent Estimates of Mineralisation if it adheres to Rules 11.7.2, 11.7.3, 11.7.4, and 11.7.6 [#SRC:ec29aad6-3d7b-4466-a6ab-0022accf5f26]. For subsequent disclosures of Non-Equivalent Estimates that initially complied with Rule 11.7.3, the entity does not need to include the information from that Rule if the subsequent disclosure references the earlier compliant disclosure, confirms the continued applicability of the earlier information, and states that there is no new material information affecting the estimates' reliability or verification as Mineral Resources or Ore Reserves [#TGT:21c96fff-8e3a-453f-9d85-4a922d8e7bf4].",Where a Mining Reporting Entity discloses material Non-Equivalent Estimates of Mineralisation the Mining Reporting Entity does not need to comply with Rule 11.2.1(1) provided the Mining Reporting Entity complies with: (1) Rule 11.7.2; (2) Rule 11.7.3; (3) Rule 11.7.4; and (4) Rule 11.7.6.,"If a Mining Reporting Entity has disclosed Non-Equivalent Estimates that comply with the requirements of Rule 11.7.3, then any subsequent disclosure made in respect of the Non-Equivalent Estimates does not need to include the information in that Rule if the subsequent disclosure: (1) references the earlier disclosure that was in compliance with that Rule; (2) contains a confirmation from the Mining Reporting Entity that: (a) the information provided in the earlier disclosure in compliance with that Rule continues to apply; and (b) there is no new material information or data relating to the Non-Equivalent Estimates that impacts on the: (i) reliability or interpretation of the Non-Equivalent Estimates; or (ii) Mining Reporting Entity’s ability to verify the Non-Equivalent Estimates as Mineral Resources or Ore Reserves in accordance with a Mining Reporting Standard; and (3) includes an at least equally prominent, and proximate, statement about the disclosed Non-Equivalent Estimates addressing the matters contained in Rule 11.7.3(1).",DPEL,test,Professional,Internal,ec29aad6-3d7b-4466-a6ab-0022accf5f26,21c96fff-8e3a-453f-9d85-4a922d8e7bf4,11,11,MKT,11.7.1,MKT,11.7.4
DPEL_000955,How should an MTF Operator interpret references to Financial Instruments in the context of MIR rules when complying with transaction recording requirements?,"An MTF Operator, when complying with transaction recording requirements under MIR 2.7.1 and 2.7.2, must interpret references to Financial Instruments as references to Accepted Spot Commodities. This interpretation aligns with the guidance provided in COBS, Chapter 8, where references to Financial Instruments are to be read as Accepted Spot Commodities for the purposes of Rules 22.7.1 and 22.7.2 [#SRC:27f8e3fb-1055-4605-bb11-0b75eba743c2]. Additionally, the MTF Operator must adhere to the requirements applicable to a Recognised Body or Recognised Investment Exchange as set out in the MIR rulebook, ensuring that references to these entities are read as if they were references to the MTF Operator [#TGT:180edda8-db12-4969-97d5-182435bdf094].","For the purposes of Rules 22.7.1 and 22.7.2, the following references in COBS, Chapter 8 should be read as follows: (a) references to Investment or Investments shall be read as references to Spot Commodity or Spot Commodities, and (b) references to Financial Instrument or Financial Instruments (including those in MIR as incorporated by virtue of COBS Rule 8.2.1) shall be read as references to Accepted Spot Commodity or Accepted Spot Commodities as applicable.","In addition to the general requirements applicable to Authorised Persons in COBS, GEN and elsewhere in the Rules, an Authorised Person carrying on the Regulated Activity of Operating an MTF (an ""MTF Operator"") or an Authorised Person carrying on the Regulated Activity of Operating an OTF (an “OTF Operator”) must comply with the following requirements applicable to a Recognised Body or Recognised Investment Exchange set out in the MIR rulebook, reading references to Recognised Bodies or Recognised Investment Exchanges in the relevant rules as if they were references to the MTF Operator or OTF Operator: (a) MIR 2.6 (Operational systems and controls); (b) MIR 2.7.1 and 2.7.2 (Transaction recording); (c) MIR 2.8 (Membership criteria and access); (d) MIR 2.9 (Financial crime and market abuse); (e) MIR 2.11 (Rules and consultation); (f) MIR 3.3 (Fair and orderly trading); (g) MIR 3.5 (Pre-trade transparency obligations); (h) MIR 3.6 (Post-trade transparency obligations); (i) MIR 3.7 (Public disclosure); (j) MIR 3.8 (Settlement and Clearing Services); (k) MIR 3.10 (Default Rules); and (l) MIR 3.11 (Use of Price Reporting Agencies).",DPEL,train,Professional,Internal,27f8e3fb-1055-4605-bb11-0b75eba743c2,180edda8-db12-4969-97d5-182435bdf094,3,3,CoBs,22.7.3,CoBs,8.2.1
DPEL_001040,"How must a Payment Account Provider calculate its Variable Capital Requirement, and what is the role of this calculation in determining the overall Capital Requirement for an Authorised Person providing money services?","A Payment Account Provider must calculate its Variable Capital Requirement by summing specific percentages of its monthly payment volume: 2.5% of the first $10 million, 1% of the next $90 million, 0.5% of the next $150 million, and 0.25% of any remaining volume [#TGT:7593338e-8695-47bb-ad6a-b441de562eb4]. This Variable Capital Requirement is a component in determining the overall Capital Requirement for an Authorised Person with Financial Services Permission to provide money services. Specifically, the Authorised Person must calculate the Capital Requirement as the highest of the applicable Base Capital Requirement or the Variable Capital Requirement for a Payment Account Provider, among other potential calculations depending on the activities undertaken [#SRC:b9a60932-1035-44e7-a556-855195ef9304].","Subject to Rule 3.6A.7, an Authorised Person with a Financial Services Permission enabling it to carry on the Regulated Activity of Providing Money Services must calculate the Capital Requirement for each activity it undertakes as the highest of: (a) the applicable Base Capital Requirement as set out in Section 3.3; and (b) (i) where it undertakes currency exchange the Expenditure Based Capital Minimum as set out in Section 3.7; (ii) for a Money Remitter: (A) the Expenditure Based Capital Minimum as set out in Section 3.7; and (B) the Variable Capital Requirement calculated in accordance with Rule 3.6A.2; (iii) for a Payment Account Provider the Variable Capital Requirement calculated in accordance with Rule 3.6A.4; or (iv) for a Stored Value Provider the Variable Capital Requirement calculated in accordance with Rule 3.6A.6.",Payment Account Providers. A Payment Account Provider must calculate its Variable Capital Requirement as the sum of the following: (a) 2.5% of the first $10 million of monthly payment volume; (b) 1% of the next $90 million of monthly payment volume; (c) 0.5% of the next $150 million of monthly payment volume; and (d) 0.25% of any remaining monthly payment volume.,DPEL,test,Professional,Internal,b9a60932-1035-44e7-a556-855195ef9304,7593338e-8695-47bb-ad6a-b441de562eb4,13,13,PRU,3.6A.1,PRU,3.6A.4
DPEL_001058,"What are the obligations of the Stabilisation Manager regarding the creation and maintenance of a register for Price Stabilisation, and how does the timing of the Stabilisation Window affect these obligations?","The Stabilisation Manager is required to create a register to record details related to Price Stabilisation as mandated by Rules 6.2.7 to 6.2.16, and must also establish and implement systems and controls to keep this register updated [#SRC:7a05dcf6-733a-4162-813f-1e8480cff3b2]. These obligations must be fulfilled within the timeframe defined by the Stabilisation Window, which begins on the date of admission to trading of Relevant Securities on a Recognised Investment Exchange and concludes no later than thirty days thereafter [#TGT:21eb4260-16a2-4970-990b-21d85832e1c0].","The Stabilisation Manager must, before carrying out any Price Stabilisation: (a) create a register to record the details relating to the Price Stabilisation as required by Rule 6.2.7 to 6.2.16; and (b) establish and implement systems and controls to keep the register updated.",Time-related conditions for Price Stabilisation The period covered by the Stabilisation Window is the period beginning on the date of admission to trading of Relevant Securities on a Recognised Investment Exchange and ending no later than thirty (30) days thereafter.,DPEL,train,Professional,Internal,7a05dcf6-733a-4162-813f-1e8480cff3b2,21eb4260-16a2-4970-990b-21d85832e1c0,11,11,MKT,6.2.16.(1),MKT,6.2.8
DPEL_000959,"Under what conditions would an Authorised Person be classified as Category 3B rather than Category 1, considering their Financial Services Permission and the specific activities they are authorised to conduct?","An Authorised Person is classified as Category 3B if its Financial Services Permission authorises it to carry on the Regulated Activities of Providing Custody for a Fund or Acting as the Trustee of an Investment Trust, and it does not meet the criteria of Categories 1, 2, 3A, or 5 [#SRC:c1ffeb55-d01d-48f4-b82b-88eb654acbbe]. In contrast, an Authorised Person is classified as Category 1 if its Financial Services Permission authorises it to carry on the Regulated Activities of Accepting Deposits or Managing a Profit Sharing Investment Account which is a PSIAu, and it does not meet the criteria of Category 5 [#TGT:e705fde9-d397-4a9f-b5a0-471529529c66]. Therefore, the classification hinges on the specific activities authorised under their Financial Services Permission and the absence of authorisation for certain other activities.","Category 3B An Authorised Person is in Category 3B if: (a) its Financial Services Permission authorises it to carry on one or more of the Regulated Activities of: (i) Providing Custody (where it does so for a Fund); or (ii) Acting as the Trustee of an Investment Trust; and (b) it does not meet the criteria of Categories 1, 2, 3A or 5. Guidance A Category 3B Authorised Person may be authorised to conduct other Regulated Activities, but it is the authorisation for Providing Custody for a Fund or Acting as Trustee of a Fund, and the absence of authorisation for the activities specified in Rules 1.3.1, 1.3.2 and 1.3.3 that are determinative of its belonging to Category 3B.","Category 1 An Authorised Person is in Category 1 if: (a) (a) its Financial Services Permission authorises it to carry on one or more of the Regulated Activities of Accepting Deposits or Managing a Profit Sharing Investment Account which is a PSIAu; and (b) (b) it does not meet the criteria of Category 5. Guidance A Category 1 Authorised Person may be authorised to conduct other Regulated Activities, but it is the authorisation for Accepting Deposits or Managing a Profit Sharing Investment Account which is a PSIAu that is determinative of its belonging to Category 1. Category 2 Guidance 1. A Category 2 Authorised Person may be authorised to conduct other Regulated Activities, but it is the authorisation for Dealing in Investments as Principal (not only as a Matched Principal) or Providing Credit, and the absence of authorisation for the activities specified in Rule 1.3.1, that are determinative of its belonging to Category 2. 2. Where the dealing activities of a firm are limited to acting only as Matched Principal, the activities fall in the scope of Category 3A in accordance with Rule 1.3.3(1). A definition of ""Matched Principal"" is in Rule 1.3.3(2).",DPEL,test,Professional,Internal,c1ffeb55-d01d-48f4-b82b-88eb654acbbe,e705fde9-d397-4a9f-b5a0-471529529c66,13,13,PRU,1.3.4,PRU,1.3.1
DPEL_000309,How must a Mining Reporting Entity ensure compliance with both Rule 11.9.1 and Rule 11.6.1 when disclosing forecast financial information and Ore Reserves?,"A Mining Reporting Entity must ensure that its disclosure under Rule 11.9.1 includes all material economic assumptions used in determining forecast financial information, along with any commercially sensitive information, which should be accompanied by an explanation of the methodology used [#SRC:2c78a258-d9f2-4150-9d2c-ba681d8f9489]. Additionally, the disclosure must include the Production Target from which the forecast is derived [#SRC:2c78a258-d9f2-4150-9d2c-ba681d8f9489]. In parallel, compliance with Rule 11.6.1 requires that the information disclosed is a fair and balanced representation of the separate report prepared under Rule 11.6.2, which should be annexed to the disclosure [#TGT:b8cb4fdb-f627-43ae-90bf-801a549f8d63]. The FSRA does not expect a summary of the entire report; only material information not included in the main body of the disclosure should be added [#TGT:b8cb4fdb-f627-43ae-90bf-801a549f8d63].","A Mining Reporting Entitys disclosure pursuant to Rule 11.9.1 must include: (1) in relation to the assumptions used to determine the forecast financial information: (a) all material economic assumptions employed; (b) if the Mining Reporting Entity considers the material economic assumptions to be commercially sensitive, a statement to that effect and an explanation of the methodology used to determine the material economic assumptions; and Guidance A Mining Reporting Entity that considers certain information relating to the material economic assumptions to be commercially sensitive should refer to paragraphs 47-54 of the Guidance on Mining and paragraphs 127 and 128 of the Guidance on Continuous Disclosure. (c) all other material assumptions utilised. (2) the Production Target from which the forecast financial information is derived (including all the information contained in Rule 11.8.3).","ORE RESERVES . Pursuant to Rule 11.6.1, the information included in the disclosure must be a fair and balanced representation of the information contained in the separate report prepared in accordance with Rule 11.6.2 (which must be included as an annexure to the disclosure). In complying with this obligation, the FSRA does not expect a Mining Reporting Entity to prepare a summary of all the information contained in the separate report. Instead, it is expected that that only information which is material to understanding the estimates of Mineral Resources contained in the separate report, that is not otherwise included in the body of the disclosure, be included.",DPEL,train,Professional,External,2c78a258-d9f2-4150-9d2c-ba681d8f9489,b8cb4fdb-f627-43ae-90bf-801a549f8d63,11,30,MKT,11.9.2,Guidance - Disclosure Requirements for Mining Reporting Entities,48)
DPEL_000342,"Under what conditions may Securities be admitted to trading on a Recognised Investment Exchange without an Approved Prospectus, considering the exemption criteria and the prohibition in section 61(1) of the FSMR?","Securities may be admitted to trading on a Recognised Investment Exchange without an Approved Prospectus if they qualify as Exempt Securities under Rule 4.4.1, thereby making the prohibition in section 61(1) of the FSMR inapplicable [#SRC:f70272ac-30bf-4e62-92d7-8b863f75cdf9]. However, this exemption is subject to the requirement in Rule 4.4.2, which must still be satisfied [#SRC:f70272ac-30bf-4e62-92d7-8b863f75cdf9]. Additionally, the general rule mandates that an Approved Prospectus is necessary unless the exemption applies [#TGT:82ade9b4-bba4-449c-815c-32d6ef292b54].","The prohibition in section 61(1) of the FSMR does not apply, subject to the requirement in Rule 4.4.2, to the admission to trading on a Recognised Investment Exchange of Securities that are Exempt Securities under Rule 4.4.1.","A person shall not, subject to subsection ‎(3)— (a) make an Offer of Securities in the Abu Dhabi Global Market; or (b) have Securities admitted to trading on a Recognised Investment Exchange; unless there is an Approved Prospectus in relation to the relevant Securities.",DPEL,train,Professional,External,f70272ac-30bf-4e62-92d7-8b863f75cdf9,82ade9b4-bba4-449c-815c-32d6ef292b54,11,17,MKT,4.4.Guidance.2.,FSMR (Consolidated December 2023),Part 6.Chapter 1.61.(1)
DPEL_000725,"Under what conditions does dealing by a market maker not contravene section 92(2) regarding insider dealing, and how does this relate to the behavior of an Insider dealing in financial instruments based on inside information?","Dealing by a market maker does not contravene section 92(2) if it is undertaken solely in the course of the legitimate performance of their functions on their own account [#SRC:82586828-a155-4b3d-9f47-5207f5828538]. This exemption is relevant when considering the behavior of an Insider who deals in financial instruments based on inside information, as such behavior would typically constitute insider dealing unless it falls under specific exceptions like market making [#TGT:da3ba0b9-ff62-4830-a771-93c35b02af25].",Market making. Dealing undertaken by a person solely in the course of the legitimate performance of his functions as a market maker on his own account will not contravene section 92(2) (Insider Dealing).,"The first type of Behaviour is where an Insider deals, or attempts to deal, in a Financial Instrument, Related Instrument, an Accepted Virtual Asset or an Accepted Spot Commodity on the basis of Inside Information relating to the Financial Instruments, Related Instruments, Accepted Virtual Assets or Accepted Spot Commodities in question.",DPEL,dev,Professional,External,82586828-a155-4b3d-9f47-5207f5828538,da3ba0b9-ff62-4830-a771-93c35b02af25,22,17,CMC,5.7.(2),FSMR (Consolidated December 2023),Part 8.92.(2)
DPEL_001551,"When a Recognised Investment Exchange operates a Multilateral Trading Facility using Virtual Assets, what compliance obligations must it fulfill under the Virtual Asset Framework and the Recognition Requirements?","A Recognised Investment Exchange operating a Multilateral Trading Facility (MTF) using Virtual Assets must adhere to specific compliance obligations. Firstly, the Recognition Order must include a stipulation permitting the operation of an MTF with Virtual Assets [#SRC:54b67759-66a7-4cbd-a335-1a40ee4894bb]. Once this stipulation is granted, the Recognised Investment Exchange is required to comply with the Virtual Asset Framework specifically for the operation of the MTF using Virtual Assets [#SRC:54b67759-66a7-4cbd-a335-1a40ee4894bb]. Additionally, the Recognised Investment Exchange must ensure that the market it operates, whether an MTF or an Organised Trading Facility (OTF), complies with the broader Recognition Requirements [#TGT:85479490-968f-42f7-baaa-2580214b953d]. This dual compliance ensures that both the specific virtual asset operations and the overall market operations meet regulatory standards.","MULTILATERAL TRADING FACILITIES AND VIRTUAL ASSETS Recognised Investment Exchanges Operating an MTF using Virtual Assets Pursuant to MIR Rule 3.4.1, a Recognised Investment Exchange may operate an MTF, provided that its Recognition Order includes a stipulation permitting it to do so. MIR Rule 3.4.2 requires that where such a stipulation is granted to a Recognised Investment Exchange, the Recognised Investment Exchange must meet the requirements of the Virtual Asset Framework in relation to operation of an MTF (using Virtual Assets) while the remainder of its operations must be operated in compliance with the MIR Rules.","A Recognised Investment Exchange operating an MTF or an OTF, must also operate a market that complies with the Recognition Requirements.",DPEL,train,Professional,External,54b67759-66a7-4cbd-a335-1a40ee4894bb,85479490-968f-42f7-baaa-2580214b953d,19,10,Guidance - Virtual Asset Activities in ADGM,135),MIR,3.4.2
DPEL_000172,"How does the Regulator determine if a Spot Commodity qualifies as an Accepted Spot Commodity, and what role do Environmental Instruments play in this classification?","The Regulator determines if a Spot Commodity qualifies as an Accepted Spot Commodity by considering the Authorised Person's standards for responsible sourcing and adherence to certification standards [#TGT:2a87b251-49cc-4d23-b88b-e73df61b7338]. The Regulator also assesses market fundamentals such as liquidity and transparency [#TGT:2a87b251-49cc-4d23-b88b-e73df61b7338]. A Spot Commodity must be a tangible good, not a future or financial instrument, and may include an Environmental Instrument classified as a carbon offset [#SRC:34ccda9d-76c5-45f3-af56-56834f25f068].","REGULATORY REQUIREMENTS - SPOT COMMODITY ACTIVITIES Spot Commodities and Accepted Spot Commodities For clarification, the FSRA considers that a Spot Commodity is: a) a good sold for cash and promptly delivered when the transaction is settled; b) not a contract for the sale of a commodity under which delivery is to be made at a future date, other than the period generally accepted in the market for that Spot Commodity as the standard delivery period (it is therefore not considered a Future); c) not a Financial Instrument involving conventional assets (e.g., Securities or Derivatives); d) not a service or other items that are not goods, such as currencies or rights in real estate, or that are intangible; and e) an Environmental Instrument , where deemed by the Regulator to be a carbon offset for the purposes of section 258 of FSMR (see Rule COBS 22.2.2(d)).","For the purposes of determining whether in its opinion, a Spot Commodity meets the requirements of being an Accepted Spot Commodity, the Regulator will consider – (a) the Authorised Person’s requirements for, and standards used, in relation to responsible and sustainable sourcing, including adherence to internationally recognised certification standards, as applicable, to the relevant Spot Commodity (as set out in Rule 22.3); (b) the market fundamentals in respect of the relevant Spot Commodity’s market, including - (i) its market practice and characteristics; (ii) its liquidity, and depth and breadth of demand and supply; (iii) the number of active participants; (iv) market transparency; and (v) its fair and orderly operation; and (c) any other factors that, in the opinion of the Regulator, are to be taken into account in determining whether or not a Spot Commodity is appropriate for the purpose of the Authorised Person conducting a Regulated Activity in relation to a Spot Commodity.",DPEL,train,Professional,External,34ccda9d-76c5-45f3-af56-56834f25f068,2a87b251-49cc-4d23-b88b-e73df61b7338,34,3,Guidance - Regulation of Spot Commodities Activities in ADGM,23),CoBs,22.2.2
DPEL_001264,"What are the specific notification and information requirements that an Authorised Person operating a Multilateral Trading Facility in relation to Virtual Assets must adhere to, considering the additional requirements applicable to MTFs using Virtual Assets?","An Authorised Person operating a Multilateral Trading Facility (MTF) in relation to Virtual Assets is required to comply with specific notification and information requirements as outlined in MIR, Chapter 5. These include adherence to Rules 5.1 to 5.3 and Rule 5.4.1 under certain circumstances, specifically those identified in Items 19, 20, 24 (a) and (b), 27, 28, 32, 33, 35, 37, 38, 39, 40, 41, 43, 45, 46, 47, 48, 49, 50, 52, 53, 54, 55, 57, 58, 59, 60, 61, and 62 [#TGT:7404ef72-3a2f-4c07-a166-0dfd8a480e8d]. Additionally, these requirements are part of the broader set of obligations that apply to MTFs using Virtual Assets, which include the notification requirements under MIR Rules 5.1, 5.3, and information requirements under MIR Rule 5.4.1 as specified in COBS Rule 17.7.4 [#SRC:f1ec727b-52fd-409e-a8e4-bf9149a68fe8].","MULTILATERAL TRADING FACILITIES AND VIRTUAL ASSETS Guidance in relation to Applicable Rules COBS Rule 17.7.4 specifies that certain notification requirements applicable to Recognised Investment Exchanges under MIR Rules 5.1, 5.3 and certain information requirements under MIR Rule 5.4.1 apply to MTFs (using Virtual Assets). These are additional requirements applicable to MTFs using Virtual Assets. MTFs using Virtual Assets will also need to comply with any other applicable notification requirements, including those set out in paragraph 29 of this Guidance in relation to the use of additional Accepted Virtual Assets.","An Authorised Person that is Operating a Multilateral Trading Facility in relation to Virtual Assets must comply with the following requirements set out in MIR, Chapter 5: (a) Rules 5.1 - 5.3; and (b) Rule 5.4.1, in the circumstances identified in Items 19, 20, 24 (a) and (b), 27, 28, 32, 33, 35, 37, 38, 39, 40, 41, 43, 45, 46, 47, 48, 49, 50, 52, 53, 54, 55, 57, 58, 59, 60, 61 and 62.",DPEL,train,Professional,External,f1ec727b-52fd-409e-a8e4-bf9149a68fe8,7404ef72-3a2f-4c07-a166-0dfd8a480e8d,19,3,Guidance - Virtual Asset Activities in ADGM,132),CoBs,17.7.4
DPEL_000852,"Under what conditions must an Authorised Person in Category 1, 2, or 5 ensure that its Financial Group Large Exposure does not exceed 25% of its Group's Tier 1, and how does this relate to managing an Unrestricted PSIA?","An Authorised Person in Category 1, 2, or 5 must ensure that its Financial Group Large Exposure, including the Financial Group's PSIAus, does not exceed 25% of its Group's Tier 1 [#SRC:daaa6de1-3ef9-4148-ae13-789a1bb8a600]. When managing an Unrestricted PSIA, the Authorised Person must also ensure that its Exposure to a Counterparty, Connected Counterparty, or group of Closely Related or Connected Counterparties does not exceed 25% of its Capital Resources if financed by its Capital Resources or Unrestricted PSIAs [#TGT:7521ffc6-250a-43ac-b7fd-68049d51519f]. These requirements collectively ensure that exposure limits are maintained within specified thresholds, depending on the financing source.","Subject to IFR Rule 5.4.15, an Authorised Person in Category 1, 2 or 5 must not incur any Financial Group Large Exposure, including the Financial Group's PSIAus, that exceeds 25% of its Group's Tier 1.","Exposure limits. An Authorised Person Managing a PSIA, which is an Unrestricted PSIA, must not have an Exposure to a Counterparty, Connected Counterparty, group of Closely Related Counterparties or to a group of Connected Counterparties that exceeds any one of the following percentages of its Capital Resources: (a) 25% if financed by its Capital Resources or Unrestricted PSIAs; or (b) 40% if financed by an aggregate of its own Capital Resources and Unrestricted PSIAs.",DPEL,train,Professional,External,daaa6de1-3ef9-4148-ae13-789a1bb8a600,7521ffc6-250a-43ac-b7fd-68049d51519f,13,9,PRU,8.4.1,IFR,5.4.15
DPEL_000037,"Under what circumstances must an Applicant or Authorised Person discuss fee implications with the FSRA, and how does this relate to the Regulator's ability to impose supplementary fees?","An Applicant or Authorised Person must discuss fee implications with the FSRA when a substantial additional regulatory burden is anticipated, such as when migrating an MTF to a conventional Securities Recognised Investment Exchange [#SRC:43df6a6a-29a3-4dca-8203-57b209ce85cc]. This discussion is crucial because the Regulator may require the payment of supplementary fees if it expects to incur substantial additional costs or effort in dealing with applications, authorisations, filings, or during ongoing supervision [#TGT:64a0df5a-e946-4496-9fd3-244340c2a080]. Therefore, early discussions with the FSRA can help clarify potential supplementary fee obligations that may arise from these substantial regulatory changes.","FEES Cumulative application of Fees Pursuant to FEES Rule 1.2.4, the FSRA reserves its right to impose additional fees in circumstances where a substantial additional regulatory burden is imposed on FSRA. In such circumstances, including the migration of an MTF to become a conventional Securities Recognised Investment Exchange, the FSRA recommends that the Applicant/Authorised Person discuss FEE implications with the FSRA as early as practicable.","Supplementary fees The Regulator may require a Person to pay to the Regulator a supplementary fee in circumstances where it expects to incur substantial additional costs or expend substantial additional effort in dealing with an application, authorisation, filing or when conducting on-going supervision.",DPEL,train,Professional,External,43df6a6a-29a3-4dca-8203-57b209ce85cc,64a0df5a-e946-4496-9fd3-244340c2a080,19,4,Guidance - Virtual Asset Activities in ADGM,187),FEES,1.2.4
DPEL_000116,How does the exclusion of MKT Rule 4.3.1(2) affect an Issuer's ability to utilize multiple Exempt Offer circumstances when seeking admission to an MTF?,"When an Issuer seeks to admit its Securities to trading on an MTF, it may utilize multiple Exempt Offer circumstances under MKT Rule 4.3.1, except for MKT Rule 4.3.1(2) [#SRC:d2b137bd-19a4-4fb0-aaf3-0dddc7610d42]. This exclusion is significant because MKT Rule 4.3.1(2) corresponds to an Offer directed at no more than 50 Persons in any 12-month period, excluding Professional Clients who are not natural persons, as prescribed by the Regulator for an Exempt Offer [#TGT:aebfec36-985e-4d75-a783-f582fed8fafc].","MKT Rule 4.3.1(13) provides for the specific circumstance where an Exempt Offer can be directed to no more than 200 Persons who do not qualify as Professional Clients, where the Securities are to be admitted to trading on a MTF. An Issuer seeking admission to trading of its Securities on an MTF in accordance with MKT Rule 4.3.1(13) may also, pursuant to MKT Rule 4.3.3, utilise an Exempt Offer that relies on one or more of the circumstances within MKT Rule 4.3.1, with the exception of MKT Rule 4.3.1(2). For example, an Issuer may make a simultaneous Exempt Offer to 200 Persons under MKT rule 4.3.1(13), and an unlimited number of Professional Clients under MKT Rule 4.3.1(1).","For the purposes of section 61(3)(a) of the FSMR, the Regulator prescribes the following to be circumstances in which an Offer is an Exempt Offer: (1) an Offer made to or directed at only Professional Clients; (2) an Offer in or from the ADGM which is directed at no more than 50 Persons in any 12-month period, excluding Professional Clients who are not natural persons; (3) an Offer where the total consideration to be paid by a Person to acquire the Securities is at least $100,000, or an equivalent amount in another currency; (4) an Offer where the Securities are denominated in amounts of at least $100,000, or an equivalent amount in another currency; (5) an Offer where the total aggregate consideration for the Securities offered is less than $100,000, or an equivalent amount in another currency, calculated over a period of 12 months; (6) an Offer where Shares are issued in substitution for Shares of the same class as already issued, where the issue of the new Shares does not involve any increase in the issued Share capital; (7) an Offer where the Securities are Convertibles issued under a Prospectus to existing members or creditors of the Issuer or a member of its Group and there is no additional consideration to be paid; (8) an Offer where the Securities are offered in connection with a Takeover and a document is made available containing information which is considered by the Regulator as being equivalent to that of a Prospectus; (9) an Offer where the Securities are offered, allotted or to be allotted in connection with a merger if a document is available containing information which is regarded by the Regulator as being equivalent to that of a Prospectus; (10) an Offer where the Securities are offered, allotted or to be allotted in connection with a rights issue where: (a) the Securities are of a class subject to Reporting Entity disclosure; and (b) a document is made available containing information on the number and nature of the Securities including rights attaching to those Securities and the reasons for and details of the Offer; (11) an Offer where the Shares are offered, allotted or to be allotted to existing Shareholders free of charge or dividends paid out in the form of Shares of the same class as the Shares in respect of which the dividends are paid, and a document is made available containing information on the number and nature of the Shares and the reasons for and details of the Offer; (12) an Offer where the Securities are offered, allotted or to be allotted to an existing or former Director or Employee, or any Close Relative of such a Director or Employee, of the Issuer or a member of the same Group as the Issuer and: (a) the Issuer or the member of the Group already has its Securities admitted to trading on a Regulated Exchange; and (b) a document is made available to the offerees containing information on the number and nature of the Securities and the reasons for and details of the Offer; or (13) other than in relation to Debentures and Sukuk, an Offer in or from the ADGM which is directed at no more than 200 Persons that are not Professional Clients or Market Counterparties, in circumstances where the Securities are, or have been, offered within a Private Financing Platform or via a Multilateral Trading Facility.",DPEL,train,Professional,External,d2b137bd-19a4-4fb0-aaf3-0dddc7610d42,aebfec36-985e-4d75-a783-f582fed8fafc,3,11,CoBs,8.2.2.Guidance.1,MKT,4.3.1
